Dealers_name,Address,Live timing,Phone No
TVS - Raj Automobiles ,"Dungarwal Complex, Station Road
Lasalgaon
Nashik - 422306 ",Opens at 09:00 AM ,+917824006904 
TVS - Sai Kuber Auto ,"Sinnar Phata, Igatpuri
Ghoti
Nashik - 422402 ",Opens at 09:30 AM ,+917825875237 
TVS - Gandhi Motors ,"Ground Floor
KG Road
Ahmednagar - 422601 ",Opens at 09:30 AM ,+918448493634 
TVS - Gandhi Motors ,"Ground Floor
Nagar Road
Sangamner - 422605 ",Opens at 09:00 AM ,+917506057954 
TVS - Bharat Motors ,"Plot No 7, Mumbai Agra Road
Chandwad
Nashik - 423101 ",Opens at 09:30 AM ,+917877193397 
TVS - Shiv Auto ,"Kalena Road, Deola
Kharde Naka
Nashik - 423102 ",Opens at 08:00 AM ,+917506085371 
TVS - Sai Motors ,"Malegaon Naka, Malegaon Road
Manmad
Nashik - 423104 ",Opens at 09:00 AM ,+917838906956 
TVS - Venus Auto ,"Plot No 1, Survey No 3000/33, Suyog Colony, Sakora Road
Nandgaon
Nashik - 423106 ",Opens at 09:30 AM ,+911582240368 
TVS - Gandhi Motors ,"Somvanshi Complex, Rahata, Shiridi Road
Sakori
Shirdi - 423107 ",Opens at 08:00 AM ,+919594080251 
TVS - Venus Wheels ,"Sr No 196/2B/2A
Old Agra Road
Malegaon - 423203 ",Opens at 09:30 AM ,+918448494639 
TVS - Venus Automobiles ,"Annashri Building, Ramchandra Nagar
Nampur
Nashik - 423204 ",Opens at 08:00 AM ,+917824006328 
TVS - Ekvira Auto ,"No 322/2A, Malegaon Road
Pundlik Nagar
Nashik - 423301 ",Opens at 09:30 AM ,+917824006302 
TVS - Swami Auto ,"Ground Floor, Station Road
Mhasoba Chowk
Aurangabad - 423701 ",Opens at 09:30 AM ,+919962974862 
TVS - Swayam Siddheshwar Motors LLP ,"No 36, Parola Road
Dongre Maharaj Nagar
Dhule - 424001 ",Opens at 09:00 AM ,+918302778300 
TVS - Shree Samarth Motors ,"Plot No 25
Chalisgaon Road
Jalgaon - 424105 ",Opens at 09:00 AM ,+919024471871 
TVS - Shriraj Tvs ,"Plot No 01, Bhadgaon Road, Maharana Pratap Chowk
Pachora
Jalgaon - 424201 ",Opens at 09:00 AM ,+917045516296 
TVS - Vivek Auto ,"Ground Floor, Someshwar Nagar
Jamner
Jalgaon - 424206 ",Opens at 09:30 AM ,+917506738541 
TVS - Pankaj Auto ,"No 8
Polan Peth
Jalgaon - 425001 ",Opens at 08:00 AM ,+917838993352 
TVS - Navkar Automobile ,"Plot No 11, Yawal Road
Chanda Gauri Nagar
Jalgaon - 425107 ",Opens at 08:00 AM ,+917045430059 
TVS - Shri Datta Tvs ,"Tiwari Complex
Erandol
Jalgaon - 425109 ",Opens at 09:00 AM ,+917824006323 
TVS - CM Auto ,"Danej Shopping Complex
NH6
Jalgaon - 425111 ",Opens at 09:00 AM ,+918448493654 
TVS - Pankaj Auto ,"Plot No 10
Jalgaon Road
Bhusawal - 425201 ",Opens at 09:30 AM ,+917045496427 
TVS - New Kiran Auto ,"Ground Floor, Chopda Road
Amalner
Jalgaon - 425401 ",Opens at 09:00 AM ,+917358716774 
TVS - Sai Motors ,"Ground Floor, Karvand Road, Shirpur
Valmik Nagar
Dhule - 425405 ",Opens at 09:00 AM ,+919962974955 
TVS - Shri Jay Motors Tvs ,"Ground Floor, Bhusawal Road, Yawal, Samor
Faizpur
Jalgaon - 425503 ",Opens at 09:00 AM ,+917811067292 
TVS - Shriraj Motors ,"Ground Floor
Bypass Road
Aurangabad - 431001 ",Opens at 09:00 AM ,+917397775595 
TVS - Mahesh Auto ,"No 5/14/42
Adalat Road
Aurangabad - 431001 ",Opens at 09:00 AM ,+917824007038 
TVS - Shri Hari Auto ,"Shop No 101, Market Committee Complex, Jalna Road
Karmad
Aurangabad - 431007 ",Opens at 09:00 AM ,+918929841106 
TVS - Shri Govind Auto ,"Shop No 920, Mandir Road, Aurangabad to Kannad Road
Verul
Aurangabad - 431101 ",Opens at 08:30 AM ,+917039581518 
TVS - Rajveer Auto ,"Shop No A1 to 4, Makranpur
Kannad
Aurangabad - 431103 ",Opens at 09:00 AM ,+917039591062 
TVS - Sara Tvs ,"Ground Floor, Pishor Sillod Naka, Kannad
Shahubanagar
Aurangabad - 431104 ",Opens at 09:00 AM ,+919176188388 
TVS - Parth Motors ,"Bidkin
Paithan
Aurangabad - 431105 ",Opens at 09:00 AM ,+919870326652 
TVS - Sai Auto ,"Pachod Phata
Paithan
Aurangabad - 431107 ",Opens at 07:30 AM ,+917506723082 
TVS - Nagar Auto ,"Shop No 1 to 3
Gangapur
Aurangabad - 431109 ",Opens at 09:00 AM ,+919025804491 
TVS - Yadnik Auto ,"Kunte Complex, Aurangabad Road
Old Tehsil Office Area
Aurangabad - 431111 ",Opens at 08:00 AM ,+917667059764 
TVS - Jay Laxmi TVS Auto ,"Ground Floor, Shivaji Complex, Bhokardan Road
Sillod
Aurangabad - 431112 ",Opens at 09:00 AM ,+918929314386 
TVS - Saarth Auto ,"Building No 3/3/467, Survey No 21/1
Barshi Naka
Beed - 431122 ",Opens at 09:00 AM ,+918695623727 
TVS - Mahesh Motors Tvs ,"Jm Complex, Pandharwadi Fata, Jalna Beed Road
Georai
Beed - 431127 ",Opens at 09:00 AM ,+917825875258 
TVS - Dwarka Motors ,"Ground Floor, Dharur Road
Majalgaon
Beed - 431131 ",Opens at 09:00 AM ,+919952351669 
TVS - Abhijeet Tvs ,"Beed Road
Ambad
Jalna - 431204 ",Opens at 08:30 AM ,+917669295106 
TVS - Sky Autowings Private Limited ,"Plot No 9, No N2, CIDCO, Sy No 90/1, Jalna Road
Kukundwadi
Aurangabad - 431210 ",Opens at 09:30 AM ,+917824005645 
TVS - Ajay Engg & Agricultural Equipment ,"Ground Floor
Aurangabad Road
Aurangabad - 431210 ",Opens at 08:30 AM ,+917039645315 
TVS - Nikhil Auto Wheels India Pvt Ltd ,"Hotel Gulmohar
Basmat Road
Parbhani - 431401 ",Opens at 08:00 AM ,+918929509366 
TVS - Viraj Motors ,"Chaufuly, Jalna Road
Rajur
Parbhani - 431506 ",Opens at 09:30 AM ,+917303658486 
TVS - Jagdamb Automobile ,"Majalgoan Road
Pathri
Parbhani - 431506 ",Opens at 08:30 AM ,+919355602318 
TVS - Shikari Motor ,"Ground Floor
Nanded Road
Hingoli - 431512 ",Opens at 08:30 AM ,+917039882283 
TVS - Classic SS Motors LLP ,"Plot No 3, Wasim Road
Antole Nagar
Hingoli - 431513 ",Opens at 09:00 AM ,+919870326766 
TVS - Kapse Automobiles ,"Ground Floor
Parli Road
Parbhani - 431514 ",Opens at 09:00 AM ,+917669295104 
TVS - Sandeep Auto ,"Ambajogai
Rajiv Gandhi Chowk
Beed - 431517 ",Opens at 08:30 AM ,+917045431103 
TVS - Royal Motors ,"Ground Floor
NTC Mill Road
Nanded - 431601 ",Opens at 09:00 AM ,+917039624667 
TVS - Gangotri Motors ,"Chatrapati Nagar, Purna Road
Wadi BK
Nanded - 431605 ",Opens at 09:00 AM ,+919445933491 
TVS - Sai Auto ,"Ground Floor, Bajula
Loha
Nanded - 431708 ",Opens at 09:00 AM ,+917838590494 
TVS - Classic Motors Tvs ,"Narsi Road
Biloli
Nanded - 431710 ",Opens at 09:00 AM ,+917039638618 
TVS - Shantai TVS ,"Om Sai Plaza, Barahali Naka
Mukhed
Nanded - 431715 ",Opens at 09:00 AM ,+917506078443 
TVS - Unity Motors ,"No 5/6/7, VP Singh Complex
Udgi Road
Nanded - 431717 ",Opens at 09:00 AM ,+919962975016 
TVS - Mercury Motors ,"Shop No 7, Gandhi Grain Market
Central Avenue Road
Nagpur - 440008 ",Opens at 10:00 AM ,+918929842806 
TVS - Indrayani Motors ,"Narendra Nagar Square
Ring Road
Nagpur - 440009 ",Opens at 08:00 AM ,+917669296192 
TVS - A K Gandhi ,"No 31, Yeshwant Stadium
Dhantoli
Nagpur - 440012 ",Opens at 09:30 AM ,+919610605060 
TVS - Dynamic Motors ,"Plot No 1A, Savarkar Nagar, Khamala Road
Dev Nagar
Nagpur - 440015 ",Opens at 08:30 AM ,+919597697358 
TVS - Vidarbha Automotives ,"No 1081/60, Binaki Power House Road
Vaishali Nagar
Nagpur - 440017 ",Opens at 09:00 AM ,+917506930120 
TVS - A K Gandhi ,"Shop No 6, No 10, Ashish Complex, Amravati Road
Wadi
Nagpur - 440023 ",Opens at 08:30 AM ,+917824006250 
TVS - Dhanshree Agencies Mouda ,"Ground Floor, Main Road
Mouda
Nagpur - 441104 ",Opens at 08:30 AM ,+917824007039 
TVS - Agrawal Automobiles ,"Ward No 4, Main Road
Saoner
Nagpur - 441107 ",Opens at 08:30 AM ,+917825875238 
TVS - Ayansh Autowheels Llp ,"Plot No 82, Dandekar Layout, Wardha Road, Butibori, Sadgaon Phata
Butibori
Nagpur - 441108 ",Opens at 09:00 AM ,+917667381960 
TVS - Maa Narmada Motors ,"Flat No 7, Hingna Road, Mahajanwadi
Wanadongri
Nagpur - 441110 ",Opens at 09:00 AM ,+917506081457 
TVS - Modern Motors ,"Jeevankala Complex, Mahadula
Koradi
Nagpur - 441111 ",Opens at 09:00 AM ,+917305161015 
TVS - Datta Automobiles ,"Wadsa Road
Bramhapuri
Chandrapur - 441206 ",Opens at 09:00 AM ,+917824005467 
TVS - Jai Bajarangbali Automobile ,"Nagpur Road, Sindewahi
Lonwahi
Chandrapur - 441222 ",Opens at 09:00 AM ,+917824005616 
TVS - Bhavin B Patel ,"Ground Floor, Chandrapur Raod
Mul
Chandrapur - 441224 ",Opens at 09:00 AM ,+917824868158 
TVS - Kartik Tvs Katol ,"Ground Floor, Katol Nagpur Road
Katol
Nagpur - 441302 ",Opens at 08:45 AM ,+917601809959 
TVS - Mercury Motors ,"Plot No 1, Ranade Road
Kamptee
Nagpur - 441401 ",Opens at 08:30 AM ,+919355602794 
TVS - Sm Services ,"Ward No 2, Saoner Road, Kalmeshwar
Bramhani
Nagpur - 441501 ",Opens at 09:00 AM ,+917669294847 
TVS - Next Drive Automobiles Private Limited ,"Rajiv Gandhi Square
Fulchur Naka
Gondia - 441601 ",Opens at 09:00 AM ,+917039230667 
TVS - Abhijeet Motors ,"Ground Floor, Sakoli
Pragati Colony
Bhandara - 441802 ",Opens at 08:00 AM ,+917305604966 
TVS - Aaradhya Motors ,"Ground Floor, Wadsa Road
Shivaji Peth
Bhandara - 441803 ",Opens at 09:00 AM ,+918929835484 
TVS - Shreejee Agencies ,"Sankalp Nagar, Amgaon
Risama
Gondia - 441902 ",Opens at 08:30 AM ,+919965517474 
TVS - A K Gandhi ,"H No 2941/2, Employee Family Trust
Nagpur Road
Bhandara - 441904 ",Opens at 09:00 AM ,+919962975034 
TVS - Gajanan Tvs ,"Plot No 252, 1st Floor, Bhandara Road
Pauni
Bhandara - 441910 ",Opens at 08:30 AM ,+917669296446 
TVS - Sakharwade Agencies ,"GT Road
New Bus Stop
Gondia - 441911 ",Opens at 08:30 AM ,+917039610661 
TVS - N.K.Motor ,"Bhandara Road
Vinoba Nagar
Bhandara - 441912 ",Opens at 08:00 AM ,+917824006410 
TVS - Vasant Motors ,"Ground Floor, New Bypass Yawatmal Road
Deoli
Wardha - 442101 ",Opens at 09:00 AM ,+917669296407 
TVS - V M Tvs ,"Vikas Square, Main Road
Vikas Chowk
Wardha - 442104 ",Opens at 08:00 AM ,+919443122136 
TVS - Jai Bhavani TVS ,"Ground Floor, Netaji Ward
Indira Chowk
Wardha - 442201 ",Opens at 08:30 AM ,+919870326876 
TVS - Milind Tvs ,"Hyderabad Road, NH 7, Ram Nagar
Hinganghat
Wardha - 442301 ",Opens at 08:30 AM ,+918929849869 
TVS Service Center - Indian Motors ,"Mahavidarbha Complex, Mul Road
Industrial Estate
Chandrapur - 442401 ",Opens at 09:00 AM ,+918929536658 
TVS - S.P Motors ,"Ground Floor, Aheri Road, Allapalli
Shri Ram Chowk
Gadchiroli - 442703 ",Opens at 09:00 AM ,+918929536659 
TVS - Prakash Motors ,"Ground Floor, Nagpur Hwy, Sumthana Rd
Shri Ram Nagar
Chandrapur - 442902 ",Opens at 08:30 AM ,+919870326869 
TVS - Sai Enterprises ,"Gandhi Garden, Main Road, Main Market
Ambedkar Chowk
Chandrapur - 442907 ",Opens at 08:30 AM ,+917428006728 
TVS - Gadekar Motors ,"Ground Floor
Chikhali Road
Buldhana - 443001 ",Opens at 09:00 AM ,+917824005818 
TVS - Shikha Motors ,"Ground Floor, Aarav Towers
Buldana Road
Buldhana - 443101 ",Opens at 09:00 AM ,+917667095736 
TVS - Shubham Motors ,"Ground Floor
Buldana Road
Buldhana - 443201 ",Opens at 09:00 AM ,+917824005790 
TVS - Chaitanya Auto Care ,"Ward No 07, Dongaon Road
Mehkar
Buldhana - 443301 ",Opens at 09:00 AM ,+917039579305 
TVS - Mahalaxmi Auto ,"Ground Floor, Nandura
Malkapur Road
Buldhana - 443404 ",Opens at 09:00 AM ,+918929538126 
TVS - Bajoria Automotives ,"Ground Floor
Murtizapur Road
Akola - 444001 ",Opens at 09:00 AM ,+918929319228 
TVS - Delta Auto India ,"Nehru Park Chowk
Murtizapur Road
Akola - 444001 ",Opens at 09:30 AM ,+917039641758 
TVS - Jagruti Motors ,"Bypass Road
Karanja Lad
Washim - 444105 ",Opens at 09:00 AM ,+917669344635 
TVS - Ashish Rameshrao Vijaykar ,"Shop 2/3, Sant Jagnade Complex
Murtizapur
Akola - 444107 ",Opens at 08:30 AM ,+918929833780 
TVS - Delta Auto India ,"Ground Floor
Nandura Road
Khamgaon - 444303 ",Opens at 09:00 AM ,+917824005798 
TVS - Amar Motors ,"Ground Floor, Maine Road, Bazaar Line
Barshitakli
Akola - 444401 ",Opens at 09:00 AM ,+917825874942 
TVS - Venktesh Automobiles ,"Ground Floor
Pusad Road
Washim - 444505 ",Opens at 09:00 AM ,+918929838317 
TVS - Chintamani Automobiles ,"Vishwa Complex, Risod Malegaon Road
Malegaon
Akola - 444506 ",Opens at 09:00 AM ,+917824005689 
TVS - Sai Motors ,"Panchwati Square
Morshi Road
Amravati - 444603 ",Opens at 09:00 AM ,+917824005808 
TVS - Durga Motors ,"Rajapeth
Badnera Road
Amravati - 444605 ",Opens at 09:30 AM ,+917824005615 
TVS - Jadhao Automotive ,"Plot No 6, Khaparde Bagicha
Bus Stand Road
Amravati - 444606 ",Opens at 09:00 AM ,+917824005765 
TVS - Shree Motors ,"Amravati Road, Walgao Road
Chandur Bazar
Amravati - 444704 ",Opens at 09:00 AM ,+918929833783 
TVS - National Service ,"Shashtri Chouk
Budhwar Bazar Road
Amravati - 444709 ",Opens at 09:00 AM ,+917824006281 
TVS - Marotarao Mhaske ,"Marotrao Mhaske House, Murtizapur Road, Daryapur
Gajanan Colony
Amravati - 444803 ",Opens at 09:00 AM ,+917039282692 
TVS - Prabhakar Auto ,"Ground Floor, Amravati
Pandhurna Chowk
Amravati - 444906 ",Opens at 09:00 AM ,+917824005754 
TVS - Nirmal TVS ,"Arni Road
Wadgaon
Yavatmal - 445001 ",Opens at 09:00 AM ,+918929839091 
TVS - Vinay Automobiles ,"Darwha Road
Mahaveer Nagar
Yavatmal - 445001 ",Opens at 09:00 AM ,+917824005458 
TVS - Balaji Automobiles ,"Plot No 14, Yavatmal Road
Arni
Yavatmal - 445103 ",Opens at 09:00 AM ,+917824006414 
TVS - Mangalmurti Automobile ,"Arni Road
Darwha
Yavatmal - 445202 ",Opens at 09:00 AM ,+918929833893 
TVS - Seva Motors ,"Darwha Road
Digrash
Yavatmal - 445203 ",Opens at 09:30 AM ,+917669344342 
TVS - Vijay Automobile ,"Karla Road
Pusad
Pusad - 445204 ",Opens at 09:30 AM ,+917825880146 
TVS - Shri Sai Automobiles ,"Shop No B1 & 2, Cotton Market, Dhanki Road
Umarkhed
Yavatmal - 445206 ",Opens at 09:00 AM ,+918929833782 
TVS - Om Sai Motors ,"Ground Floor
Bus Stand Road
Yavatmal - 445302 ",Opens at 09:00 AM ,+919715455444 
TVS - Uttarwar Motors Wani ,"Uttarwar Complex
Sarvodai Chowk
Wani - 445304 ",Opens at 09:00 AM ,+917824005804 
TVS - Union Enterprises ,"Thangmeiband, Basistha Road, Dmc Road
Beltola
Imphal - 795001 ",Opens at 09:30 AM ,+917824005851 
TVS - JK Auto Service ,"MG Avenue
Majorkhul
Imphal - 795001 ",Opens at 09:00 AM ,+917824005753 
TVS - Khongwir ,"Ground Floor
Mawlai Phudmuri
East Khasi Hills - 793008 ",Opens at 09:00 AM ,+917824005951 
TVS - Sangma Motors ,"Ground Floor, New Tura
Araimile
West Garo Hills - 794101 ",Opens at 09:00 AM ,+917358716588 
TVS - Zaman Brothers Automobiles ,"Ground Floor, Tura
Hallidayganj
West Garo Hills - 794104 ",Opens at 08:30 AM ,+917824005784 
TVS - Dimapur Auto Work ,"Kohima Road, NH 39
Purana Bazar
Dimapur - 797116 ",Opens at 09:00 AM ,+917824005471 
TVS - M/S Ashirbad Automobiles ,"No 183, Unit 3
Janpath
Bhubaneswar - 751001 ",Opens at 09:00 AM ,+917039334595 
TVS - Sai laxmi Motors ,"Plot No 888/2267, Ground Floor, Gothapatna
Malipada
Bhubaneswar - 751003 ",Opens at 09:00 AM ,+918929836876 
TVS - M/S Jyote Motors ,"Old Station Square
Cuttack Road
Bhubaneswar - 751006 ",Opens at 09:00 AM ,+918929835803 
TVS - M/S Three S Automotives Pvt Ltd ,"No 178A
Gayatri Vihar
Bhubaneswar - 751024 ",Opens at 08:30 AM ,+917825881724 
TVS - M/S Rita Autotech Pvt Ltd ,"Plot No 491, NH 16, Dumduma
Khandagri
Khorda - 751030 ",Opens at 09:00 AM ,+918929354559 
TVS - M/S Modern India Creative ,"Plot No 453 & 459, Unit No 30, Puri Town, Old Jail Road
Kumbharapada
Puri - 752002 ",Opens at 09:00 AM ,+917824005864 
TVS - Jagannath Auto ,"Road No 403, Main Road, Kanjia
Sakhigopal
Puri - 752014 ",Opens at 09:00 AM ,+918695809579 
TVS - Ranjana Automobile ,"Plot No 1820, Delang
Beraboi
Puri - 752016 ",Opens at 09:00 AM ,+917825875306 
TVS - Satyanarayan Motors ,"Chilika Lake, Main Road, Old Number NH 16
Balugaon
Khorda - 752030 ",Opens at 09:30 AM ,+917039625350 
TVS - Kamani Incorporation ,"Hari Bhaina Chowk
Jatani
Khorda - 752050 ",Opens at 08:00 AM ,+917824005873 
TVS - Arnapurna Motors ,"Plot No 479/2744, Ranpur
Rajsunakhala
Nayagarh - 752065 ",Opens at 09:00 AM ,+917667448364 
TVS - M/S Kumar Automobiles ,"Main Road
Durgaprasad
Nayagarh - 752069 ",Opens at 08:00 AM ,+918695905872 
TVS - Rita Automobiles ,"Ground Floor, Main Road
Balipatna
Khorda - 752102 ",Opens at 08:45 AM ,+917824005863 
TVS - Ustav Automobiles ,"No 3004, Garage Chhak
Nimapara
Puri - 752106 ",Opens at 09:00 AM ,+919873451215 
TVS - Maa Mangala Automobiles ,"Ground Floor, Nimapara
Charichhak
Puri - 752113 ",Opens at 09:00 AM ,+918929843423 
TVS - M/S Arnapurna Motors ,"CDA
Sati Chaura Chowk
Cuttack - 753002 ",Opens at 09:00 AM ,+918695890483 
TVS - Laxmi Retails Private Limited ,"Unit No 37, Khata No 45, Plot No 19/717, Link Road
Badambadi Colony
Cuttack - 753012 ",Opens at 09:00 AM ,+917824005847 
TVS - Charchika Motors ,"Ground Floor, Kacheri Chhak
Banki
Cuttack - 754008 ",Opens at 08:30 AM ,+917506857332 
TVS - Sai Damodar TVS ,"Ground Floor
Kandarpur
Cuttack - 754100 ",Opens at 09:00 AM ,+917039605233 
TVS - M/S Gita Motors ,"Ground Floor, Durga Bazar
Jagatsinghpur Main Road
Jagatsinghapur - 754103 ",Opens at 09:00 AM ,+917824005845 
TVS - M/S Senapati Motors ,"Paradip Main Road
Rahama
Jagatsinghapur - 754140 ",Opens at 08:45 AM ,+917824005861 
TVS - Sarala Motors ,"Ground Floor
Garadpur
Kendrapara - 754153 ",Opens at 09:00 AM ,+916385529552 
TVS - Sarala Motors ,"Ground Floor & 1st Floor, Sisua, Salipur
Sapanpur
Cuttack - 754202 ",Opens at 09:00 AM ,+917039175862 
TVS - Sarthak Motors ,"Plot No 353, Ground Floor
Balichandrapur
Jajpur - 754205 ",Opens at 09:00 AM ,+917825881774 
TVS - Samir Motors ,"Kendrapara
Keshpur Bazar
Kendrapara - 754211 ",Opens at 09:00 AM ,+919355602262 
TVS - M/S Samir Motors ,"Ground Floor
Keshpur Bazar
Kendrapara - 754211 ",Opens at 10:00 AM ,+917825875040 
TVS Service Center - Samir Motors ,"Gulasing, Thakurpatna
Kendrapara
Kendrapara - 754250 ",Opens at 09:00 AM ,+917825881775 
TVS - Peamila Motors ,"Senapati Market Complex, Raipur
Balikuda
Jajpur - 754292 ",Opens at 09:00 AM ,+918929841067 
TVS - Crescent Automobiles ,"Ground Floor, Binjharpur
Sayedpur
Jajpur - 755004 ",Opens at 09:00 AM ,+917825875254 
TVS - Friends Automobile ,"Ground Floor, Bank Chak
Brahmabarada
Jajpur - 755005 ",Opens at 09:00 AM ,+917810084281 
TVS - Bharat Automobiles ,"Ground Floor
Kuakhia
Jajpur - 755009 ",Opens at 08:45 AM ,+917825881751 
TVS - M/S Subash Motors ,"Jajpur Road
Dala Santara
Jajpur - 755019 ",Opens at 09:00 AM ,+917824006950 
TVS - M/S Subash Motors ,"Abdalpur, Jajpur Road
Baidyarajpur
Jajpur - 755019 ",Opens at 09:00 AM ,+917825875048 
TVS - M/S Sita Commercial ,"Bibekananda Marg
Sahadevkhunta
Balasore - 756001 ",Opens at 09:00 AM ,+917825881773 
TVS - Khan Automobiles Pvt Ltd ,"Plot No 1223/5517, Khata No 922/1707, Unit 2
Jaleswar
Balasore - 756032 ",Opens at 09:00 AM ,+917824005856 
TVS - Tarini Motors ,"Ground Floor & 1st Floor
Uttareswar
Balasore - 756045 ",Opens at 08:30 AM ,+917825874941 
TVS - Subhoom Motors ,"Ground Floor
Khaira
Balasore - 756048 ",Opens at 08:30 AM ,+918695556228 
TVS - Srikant Autotech Pvt Ltd ,"Ground Floor, Byepass Road
Chhapulia
Bhadrak - 756101 ",Opens at 08:00 AM ,+918750538202 
TVS - M/S Sanjay Automobiles ,"NH 5, Charampa
Dahanigadia
Bhadrak - 756101 ",Opens at 08:30 AM ,+918750537138 
TVS - Auro TVS ,"Plot No 4, Main Road
Tihidi
Bhadrak - 756130 ",Opens at 08:00 AM ,+917825881714 
TVS - A S Laxmi Automobiles ,"1st Floor
Chandbali
Bhadrak - 756133 ",Opens at 09:00 AM ,+918750536572 
TVS - M/S Allied Traders ,"Ground Floor
Station Road
Baripada - 757001 ",Opens at 09:00 AM ,+919629705960 
TVS - Sai Motors ,"Ground Floor & 1st Floor
Betnoti
Mayurbhanj - 757025 ",Opens at 09:00 AM ,+917506070129 
TVS - Jagamohan Motors ,"Ground Floor, Uparkadada, Baripada
Kuamara
Mayurbhanj - 757027 ",Opens at 09:00 AM ,+917506100325 
TVS - Avoni Metal Traders ,"Ground Floor
Golei
Mayurbhanj - 757037 ",Opens at 09:00 AM ,+917825881715 
TVS - Pattanayak Motors ,"Ground Floor
Udala
Mayurbhanj - 757041 ",Opens at 09:00 AM ,+919952285142 
TVS - Prince TVS ,"Gata No 585/10, PN 1840/3324 & 1847/3325, Baskey Baleshwar Bazar
Bahalda
Mayurbhanj - 757046 ",Opens at 09:00 AM ,+917506733680 
TVS - Madhusudan Automotive ,"Ground Floor, Baripada Road
Jharpokharia
Mayurbhanj - 757086 ",Opens at 09:30 AM ,+918750538210 
TVS - M/S Kumar Automotives ,"NH 49
Hatiatangar
Kendujhar - 758001 ",Opens at 09:00 AM ,+917824005946 
TVS - Niki Motor ,"Ground Floor, Sudusudia Bypass
Salapada
Kendujhar - 758020 ",Opens at 09:00 AM ,+917824005716 
TVS - M/S Anjali Motors ,"1st Floor, City Centre, Kalinga Road
Sundra
Kendujhar - 758035 ",Opens at 09:00 AM ,+917039466945 
TVS - Poonam Automobile ,"Plot No 520/2310, Jharbeda
Turumunga
Kendujhar - 758046 ",Opens at 09:00 AM ,+917825875269 
TVS - M/S Orissa Motors ,"Ground Floor, College Bypass
Kunjakanta
Dhenkanal - 759001 ",Opens at 09:00 AM ,+917825881723 
TVS - Vicky Automobiles ,"Ground Floor, Durga Bazar, College Road
Bhuban
Dhenkanal - 759017 ",Opens at 08:30 AM ,+917824005829 
TVS - Priya Motors ,"Ground Floor, Jagannath Bazar
Kamakhya Nagar
Dhenkanal - 759018 ",Opens at 09:00 AM ,+917039614259 
TVS - Urmila Motors ,"Ground Floor, Hata Chhaka, Banarpal
Mahidharpur
Dhenkanal - 759022 ",Opens at 09:00 AM ,+919870326658 
TVS - Raiser TVS ,"Ground Floor, Talcher Main Road
Talcher
Angul - 759100 ",Opens at 09:00 AM ,+917824005815 
TVS - Sahil Motors ,"Plot No 363/1345, Khata No 107/189, College Road
Khamar
Angul - 759118 ",Opens at 09:00 AM ,+919148613443 
TVS - Falguni Motors ,"Ground Floor
Pallahara
Angul - 759119 ",Opens at 09:00 AM ,+917667323573 
TVS - M/S Shree Durga Auto ,"Ground Floor
Karadagabia Chowk
Angul - 759122 ",Opens at 09:00 AM ,+917506903019 
TVS - M/S Arya Motors ,"Ground Floor
Aska Road
Brahmapur - 760001 ",Opens at 09:00 AM ,+917506835315 
TVS - M/S Arya Motors ,"Ground Floor
Khodasingh Main Road
Ganjam - 760010 ",Opens at 09:00 AM ,+917506733657 
TVS - Sairam Motors ,"Ground & 1st Floor, NH 16, Bypass Road
Chatrapur
Ganjam - 761020 ",Opens at 09:00 AM ,+917838586556 
TVS - Maa Bhubaneswari Motors ,"Ground Floor, Bainchabania Main Road
Hinjilicut
Ganjam - 761102 ",Opens at 09:00 AM ,+918929569509 
TVS - Palo Automobiles ,"College Square
Polasara
Ganjam - 761105 ",Opens at 09:00 AM ,+917039638734 
TVS - Sang Motors ,"Mahapatra Complex, Kalinga Road
Asika
Ganjam - 761110 ",Opens at 09:00 AM ,+917667383997 
TVS - Sasmita Motors LLP ,"Neulpur, Haridaspur
Chandikhole
Ganjam - 761126 ",Opens at 09:00 AM ,+918929848988 
TVS - M/S Palo Motors ,"Bausulundi, Bypass Road
Bhanjanagar
Ganjam - 761126 ",Opens at 09:30 AM ,+917825874931 
TVS - Ujwaleswar Motors ,"Ground Floor, Gajapati Nagar, Pathpatnam Road
Paralakhemundi
Gajapati - 761200 ",Opens at 09:00 AM ,+917825874954 
TVS - Pabani Moto Corp ,"Ground Floor, Main Road
Kantamal
Boudh - 762017 ",Opens at 09:00 AM ,+917669296550 
TVS - M/S Sai Sree Auto ,"Phulbani Berhampur Highway, Main Road, Phulbani
Tilakpada
Kandhamal - 762102 ",Opens at 09:00 AM ,+917824868163 
TVS - M/S Hindustan Sales Pvt Ltd ,"NH 43
Gandhi Chowk
Jeypore - 764001 ",Opens at 08:30 AM ,+918695420802 
TVS - Nimeisuni Autodeal ,"Ground & 1st Floor, Sagarguda Main Road
Kundra
Koraput - 764002 ",Opens at 09:00 AM ,+919821376963 
